name,distance_from_earth,planet_mass,planet_type,planet_radius,distance_from_their_sun,orbital_period,gravity,orbital_speed,specifications
Kepler-226 d,3289,1.98,Super Earth,1.22,0.076,8.1,13.06280128,1020.248743,"['gravity', 'planet_type']"
Kepler-227 b,3645,9.85,Neptune-like,3.1024,0.09 AU,9.5 days,10.04919881,1030.140351,['gravity']
Kepler-227 c,3645,9.48,Neptune-like,3.0352,0.29 AU,54.4 days,10.10472506,579.6643519,['gravity']
Kepler-228 b,5626,2.96,Super Earth,1.53,0.038,2.6,12.4165128,1589.233618,"['gravity', 'planet_type']"
Kepler-228 c,5626,7.75,Neptune-like,2.6992,0.052 AU,4.1 days,10.44533476,1379.103884,['gravity']
Kepler-228 d,5626,15.4,Neptune-like,4.032,0.101 AU,11.1 days,9.301874273,989.4090757,['gravity']
Kepler-229 b,2759,5.48,Neptune-like,2.2,0.062 AU,6.3 days,11.11798255,1070.110523,['gravity']
Kepler-229 c,2759,21.5,Neptune-like,4.9168,0.117 AU,16.1 days,8.733014179,790.2008282,['gravity']
Kepler-229 d,2759,14.2,Neptune-like,3.8416,0.22 AU,41.2 days,9.448325579,580.6346638,['gravity']
Kepler-22 b,620,36,Super Earth,2.3744,0.849,289.9,62.70259643,318.4468591,"['gravity', 'planet_type', 'goldilock']"
Kepler-230 b,2468,16.8,Neptune-like,4.256,0.191 AU,32.6 days,9.107450812,637.0789593,['gravity']
Kepler-230 c,2468,4.82,Super Earth,2.04,0.38,91.8,11.3730643,450.1097394,"['gravity', 'planet_type']"
Kepler-231 b,1042,35.4,Super Earth,1.73,0.074 AU,10.1 days,116.1453553,796.6872021,['planet_type']
Kepler-231 c,1042,24.1,Super Earth,1.93,0.114,19.3,63.53210073,642.2809442,"['gravity', 'planet_type']"
Kepler-232 b,4576,9.69,Neptune-like,3.08,0.054 AU,4.4 days,10.03028181,1334.5,['gravity']
Kepler-232 c,4576,14,Neptune-like,3.8304,0.101 AU,11.4 days,9.369805362,963.3719948,['gravity']
Kepler-233 b,2863,6.48,Neptune-like,2.4304,0.077 AU,8.5 days,10.77234575,985.0296296,['gravity']
Kepler-233 c,2863,7.8,Neptune-like,2.7104,0.287 AU,60.4 days,10.42602151,516.6809541,['gravity']
Kepler-234 b,5940,13.2,Neptune-like,3.696,0.04 AU,2.7 days,9.488570687,1610.919067,['gravity']
Kepler-234 c,5940,12.1,Neptune-like,3.5056,0.077 AU,7.2 days,9.66832946,1162.882202,['gravity']
Kepler-235 b,1413,5.6,Neptune-like,2.23,0.037 AU,3.3 days,11.0578092,1219.17284,['gravity']
Kepler-235 c,1413,2.18,Super Earth,1.28,0.065,7.8,13.06553945,906.1419753,"['gravity', 'planet_type']"
Kepler-235 d,1413,4.86,Super Earth,2.05,0.122,20.1,11.35584192,659.9959462,"['gravity', 'planet_type']"
Kepler-235 e,1413,5.56,Neptune-like,2.22,0.213 AU,46.2 days,11.07795595,501.3201058,['gravity']
Kepler-236 b,950,3.09,Super Earth,1.57,0.065,8.3,12.30977077,851.5551093,"['gravity', 'planet_type']"
Kepler-236 c,950,4.66,Super Earth,2,0.132,24,11.43975482,598.0537037,"['gravity', 'planet_type']"
Kepler-237 b,2187,2.57,Super Earth,1.41,0.05,4.7,12.69362574,1156.77699,"['gravity', 'planet_type']"
Kepler-237 c,2187,4.98,Super Earth,2.08,0.071,8.1,11.30299314,953.1271148,"['gravity', 'planet_type']"
Kepler-238 b,6190,3.64,Super Earth,1.73,0.034,2.1,11.94262976,1760.504409,"['gravity', 'planet_type']"
Kepler-238 c,6190,6.3,Neptune-like,2.3856,0.069 AU,6.2 days,10.8701638,1210.137993,['gravity']
Kepler-238 d,6190,9.64,Neptune-like,3.0688,0.115 AU,13.2 days,10.05149484,947.3302469,['gravity']
Kepler-238 e,6190,169.7052,Neptune-like,5.6,Unknown,23.7 days,53.13857294,527.626973,['gravity']
Kepler-238 f,6190,13.5,Super Earth,2,Unknown,50.4 days,33.14092061,248.1103028,"['gravity', 'planet_type']"
Kepler-239 b,2153,6.04,Neptune-like,2.3296,0.095 AU,11.8 days,10.92861218,875.4252982,['gravity']
Kepler-239 c,2153,6.85,Neptune-like,2.5088,0.268 AU,56.2 days,10.68683934,518.5324898,['gravity']
Kepler-23 b,2793,254.24,Neptune-like,1.9,0.075 AU,7.1 days,691.5561839,1148.630673,[]
Kepler-23 c,2793,858.06,Neptune-like,3.192,0.099 AU,10.7 days,826.9565337,1006.071651,[]
Kepler-23 d,2793,17.6,Super Earth,2.2,0.124,15.3,35.70738921,881.2674897,"['gravity', 'planet_type']"
Kepler-240 b,2488,2.45,Super Earth,1.37,0.048,4.1,12.81786642,1273.01897,"['gravity', 'planet_type']"
Kepler-240 c,2488,102.3316,Super Earth,2.2,0.074 AU,8 days,207.6133108,1005.817593,['planet_type']
Kepler-241 b,1989,6.04,Neptune-like,2.3296,0.094 AU,12.7 days,10.92861218,804.8253135,['gravity']
Kepler-241 c,1989,7.13,Neptune-like,2.5648,0.189 AU,36.1 days,10.64322666,569.2880886,['gravity']
Kepler-242 b,1992,7.32,Neptune-like,2.6096,0.075 AU,8.2 days,10.55489664,994.5460705,['gravity']
Kepler-242 c,1992,4.66,Super Earth,2,0.109,14.5,11.43975482,817.4025543,"['gravity', 'planet_type']"
Kepler-243 b,2309,6.57,Neptune-like,2.4528,0.062 AU,5.7 days,10.72338468,1182.753736,['gravity']
Kepler-243 c,2309,4.62,Super Earth,1.99,0.142,20,11.45583142,772.032963,"['gravity', 'planet_type']"
Kepler-244 b,3483,8.05,Neptune-like,2.7552,0.05 AU,4.3 days,10.41310894,1264.384152,['gravity']
Kepler-244 c,3483,4.86,Super Earth,2.05,0.087,9.8,11.35584192,965.3185941,"['gravity', 'planet_type']"
Kepler-244 d,3483,15.2,Super Earth,2.3072,0.14,20.1,28.03908861,757.3723973,"['gravity', 'planet_type']"
Kepler-245 b,2879,7.13,Neptune-like,2.5648,0.071 AU,7.5 days,10.64322666,1029.377284,['gravity']
Kepler-245 c,2879,225.638,Super Earth,2.18,0.124 AU,17.5 days,466.2190827,770.4795767,['planet_type']
Kepler-245 d,2879,21.6,Neptune-like,3.024,0.202 AU,36.3 days,23.1942839,605.0931538,['gravity']
Kepler-245 e,2879,3.71,Super Earth,1.75,Unknown,3.2 days,11.89566166,6864.025463,"['gravity', 'planet_type']"
Kepler-246 b,2079,6.08,Neptune-like,2.3408,0.052 AU,4.6 days,10.89596634,1229.201288,['gravity']
Kepler-246 c,2079,2.86,Super Earth,1.5,0.095,11.2,12.48171627,922.323082,"['gravity', 'planet_type']"
Kepler-247 b,2206,3.33,Super Earth,1.64,0.042,3.3,12.15758539,1383.925926,"['gravity', 'planet_type']"
Kepler-247 c,2206,15.7,Neptune-like,4.088,0.084 AU,9.4 days,9.225048739,971.6926714,['gravity']
Kepler-247 d,2206,14.7,Neptune-like,3.9424,0.14 AU,20.5 days,9.287241817,742.5943993,['gravity']
Kepler-248 b,2462,9.38,Neptune-like,3.0128,0.066 AU,6.3 days,10.14735897,1139.149912,['gravity']
Kepler-248 c,2462,15.6,Neptune-like,4.0656,0.123 AU,16.2 days,9.267574676,825.5960219,['gravity']
Kepler-249 b,624,1.32,Super Earth,1.09,0.035,3.3,10.90967282,1153.271605,"['gravity', 'planet_type']"
Kepler-249 c,624,2.89,Super Earth,1.51,0.058,7.1,12.44614165,888.2743871,"['gravity', 'planet_type']"
Kepler-249 d,624,3.09,Super Earth,1.57,0.097,15.4,12.30977077,684.9021164,"['gravity', 'planet_type']"
Kepler-24 b,3901,508.48,Neptune-like,2.3968,0.08 AU,8.1 days,869.1626887,1073.946045,[]
Kepler-24 c,3901,508.48,Neptune-like,2.8,0.106 AU,12.3 days,636.8667918,937.0834086,[]
Kepler-24 d,3901,3.43,Super Earth,1.67,0.051,4.2,12.07680264,1320.378307,"['gravity', 'planet_type']"
Kepler-24 e,3901,8.15,Neptune-like,2.7776,0.138 AU,19 days,10.37311023,789.774269,['gravity']
Kepler-250 b,2536,1.51,Super Earth,1.13,0.048,4.1,11.61210226,1273.01897,"['gravity', 'planet_type']"
Kepler-250 c,2536,5.82,Neptune-like,2.2736,0.069 AU,7.2 days,11.05568496,1042.063272,['gravity']
Kepler-250 d,2536,5.39,Neptune-like,2.18,0.127 AU,17.6 days,11.13695768,784.6365741,['gravity']
Kepler-251 b,3096,2.33,Super Earth,1.33,0.053,4.8,12.93431491,1200.638117,"['gravity', 'planet_type']"
Kepler-251 c,3096,8.1,Neptune-like,2.7664,0.122 AU,16.5 days,10.393118,803.9950617,['gravity']
Kepler-251 d,3096,8.1,Neptune-like,2.7664,0.182 AU,30.1 days,10.393118,657.4797588,['gravity']
Kepler-251 e,3096,8.1,Neptune-like,2.7664,0.404 AU,99.6 days,10.393118,441.0618771,"['gravity', 'goldilock']"
Kepler-252 b,1251,2.04,Super Earth,1.23,0.058,6.7,13.2406936,941.3056938,"['gravity', 'planet_type']"
Kepler-252 c,1251,5.27,Neptune-like,2.15,0.08 AU,10.8 days,11.19501002,805.4595336,['gravity']
Kepler-253 b,2802,3.29,Super Earth,1.63,0.046,3.8,12.15938138,1316.290448,"['gravity', 'planet_type']"
Kepler-253 c,2802,7.51,Neptune-like,2.6432,0.089 AU,10.3 days,10.55530233,939.572456,['gravity']
Kepler-253 d,2802,10.2,Neptune-like,3.1696,0.13 AU,18.1 days,9.969699002,780.9842439,['gravity']
Kepler-254 b,4718,14.3,Neptune-like,3.864,0.064 AU,5.8 days,9.40486559,1199.85696,['gravity']
Kepler-254 c,4718,3.2,Neptune-like,2.15,0.105 AU,12.4 days,6.797729044,920.7571685,['gravity']
Kepler-254 d,4718,6.8,Neptune-like,2.4976,0.139 AU,18.7 days,10.70419304,808.2592593,['gravity']
Kepler-255 b,3538,3.02,Super Earth,1.55,0.063,5.7,12.34338678,1201.830409,"['gravity', 'planet_type']"
Kepler-255 c,3538,9.22,Neptune-like,2.9904,0.092 AU,9.9 days,10.12425661,1010.485597,['gravity']
Kepler-255 d,3538,2.3,Super Earth,1.32,Unknown,1 days,12.96196262,10003.80741,"['gravity', 'planet_type']"
Kepler-256 b,3449,3.15,Super Earth,1.59,0.027,1.6,12.23508797,1834.9375,"['gravity', 'planet_type']"
Kepler-256 c,3449,5.27,Neptune-like,2.15,0.045 AU,3.4 days,11.19501002,1439.166667,['gravity']
Kepler-256 d,3449,6.71,Neptune-like,2.4752,0.064 AU,5.8 days,10.75456178,1199.85696,['gravity']
Kepler-256 e,3449,6.12,Neptune-like,2.352,0.096 AU,10.7 days,10.86344522,975.5846314,['gravity']
Kepler-257 b,2602,7.32,Neptune-like,2.6096,0.034 AU,2.4 days,10.55489664,1540.441358,['gravity']
Kepler-257 c,2602,25.2,Neptune-like,5.4096,0.066 AU,6.6 days,8.455923108,1087.37037,['gravity']
Kepler-257 d,2602,21.7,Neptune-like,4.9504,0.16 AU,24.7 days,8.695007101,704.3694707,['gravity']
Kepler-258 b,1910,15.5,Neptune-like,4.0544,0.103 AU,13.2 days,9.259111265,848.4783951,['gravity']
Kepler-258 c,1910,12.7,Neptune-like,3.6064,0.193 AU,33.7 days,9.58841281,622.7373338,['gravity']
Kepler-259 b,3365,8.25,Neptune-like,2.8,0.079 AU,8.1 days,10.33305348,1060.521719,['gravity']
Kepler-259 c,3365,7.75,Neptune-like,2.6992,0.217 AU,36.9 days,10.44533476,639.4562883,['gravity']
Kepler-25 b,799,8.7,Neptune-like,2.744,0.068 AU,6.2 days,11.34597519,1192.599761,['gravity']
Kepler-25 c,799,15.2,Neptune-like,5.208,0.11 AU,12.7 days,5.502910229,941.8168562,['gravity']
Kepler-25 d,799,71.8228,Gas Giant,10.0128,Unknown,122.4 days,7.034642642,97.72119342,"['gravity', 'speed']"
Kepler-260 b,2084,4.7,Super Earth,2.01,0.075,8.2,11.42343025,994.5460705,"['gravity', 'planet_type']"
Kepler-260 c,2084,3.68,Super Earth,1.74,0.332,76.1,11.93548615,474.384971,"['gravity', 'planet_type']"
Kepler-261 b,1045,5.39,Neptune-like,2.18,0.088 AU,10.4 days,11.13695768,920.0826211,['gravity']
Kepler-261 c,1045,4.66,Super Earth,2,0.156,24.6,11.43975482,689.5519422,"['gravity', 'planet_type']"
Kepler-262 b,2036,2.42,Super Earth,1.36,0.108,13.1,12.84778737,896.4580153,"['gravity', 'planet_type']"
Kepler-262 c,2036,3.33,Super Earth,1.64,0.152,21.9,12.15758539,754.7045493,"['gravity', 'planet_type']"
Kepler-263 b,2515,7.61,Neptune-like,2.6656,0.12 AU,16.6 days,10.51684537,786.0508701,['gravity']
Kepler-263 c,2515,6.66,Neptune-like,2.464,0.242 AU,47.3 days,10.77168422,556.3290267,['gravity']
Kepler-264 b,3158,11.1,Neptune-like,3.3264,0.249 AU,40.8 days,9.850648581,663.6157407,['gravity']
Kepler-264 c,3158,8.4,Neptune-like,2.8224,0.566 AU,140.1 days,10.35459103,439.2945251,"['gravity', 'goldilock']"
Kepler-265 b,4333,4.12,Super Earth,1.86,0.069,6.8,11.69397386,1103.361111,"['gravity', 'planet_type']"
Kepler-265 c,4333,7.41,Neptune-like,2.632,0.127 AU,17 days,10.50357714,812.3296296,['gravity']
Kepler-265 d,4333,6.76,Neptune-like,2.4864,0.236 AU,43.1 days,10.73731002,595.4046576,['gravity']
Kepler-265 e,4333,7.22,Neptune-like,2.5872,0.319 AU,67.8 days,10.59175639,511.6093631,['gravity']
Kepler-266 b,4649,6.71,Neptune-like,2.4752,0.071 AU,6.6 days,10.75456178,1169.746914,['gravity']
Kepler-266 c,4649,14.4,Neptune-like,3.8864,0.457 AU,107.7 days,9.361776924,461.4004264,"['gravity', 'goldilock']"
Kepler-267 b,871,37.9,Super Earth,1.98,0.037,3.4,94.92915622,1183.314815,"['gravity', 'planet_type']"
Kepler-267 c,871,5.18,Neptune-like,2.13,0.06 AU,6.9 days,11.21143863,945.5394525,['gravity']
Kepler-267 d,871,5.77,Neptune-like,2.2736,0.154 AU,28.5 days,10.96070485,587.5615335,['gravity']
Kepler-268 b,2848,7.04,Neptune-like,2.5424,0.18 AU,25.9 days,10.69487445,755.7014157,['gravity']
Kepler-268 c,2848,11.4,Neptune-like,3.3824,0.391 AU,83.4 days,9.784659369,509.7863487,"['gravity', 'goldilock']"
Kepler-269 b,7890,6.66,Neptune-like,2.464,0.061 AU,5.3 days,10.77168422,1251.501747,['gravity']
Kepler-269 c,7890,3.5,Super Earth,1.69,0.081,8.1,12.0333189,1087.37037,"['gravity', 'planet_type']"
Kepler-26 b,1104,5.12,Neptune-like,2.7776,0.08551 AU,12.3 days,6.516604218,755.9434176,['gravity']
Kepler-26 c,1104,6.2,Neptune-like,2.7216,0.10725 AU,17.3 days,8.219282133,674.1067759,['gravity']
Kepler-26 d,1104,1.24,Super Earth,1.07,0.039,3.5,10.63518187,1211.64127,"['gravity', 'planet_type']"
Kepler-26 e,1104,6.39,Neptune-like,2.408,0.22 AU,46.8 days,10.82128124,511.1570117,['gravity']
Kepler-270 b,3182,4.7,Super Earth,2.01,0.107,11.5,11.42343025,1011.727214,"['gravity', 'planet_type']"
Kepler-270 c,3182,3.78,Super Earth,1.77,0.18,25.3,11.84775482,773.6231884,"['gravity', 'planet_type']"
Kepler-271 b,1364,2.04,Super Earth,1.23,0.056,10.4,13.2406936,585.5071225,"['gravity', 'planet_type']"
Kepler-271 c,1364,0.809,Terrestrial,0.95,0.071,7.4,8.802217634,1043.287788,"['gravity', 'planet_type']"
Kepler-271 d,1364,0.219,Terrestrial,0.66,Unknown,5.2 days,4.936817069,1484.678775,"['gravity', 'planet_type']"
Kepler-272 b,2978,77.861,Super Earth,1.43,0.038 AU,3 days,373.885561,1377.335802,['planet_type']
Kepler-272 c,2978,97.8824,Super Earth,1.79,0.061 AU,6.1 days,299.9779539,1087.37037,['planet_type']
Kepler-272 d,2978,5.69,Neptune-like,2.2512,0.091 AU,10.9 days,11.02490605,907.8046211,['gravity']
Kepler-273 b,2378,2.86,Super Earth,1.5,0.037,2.9,12.48171627,1387.33461,"['gravity', 'planet_type']"
Kepler-273 c,2378,4.58,Super Earth,1.98,0.073,8,11.47165001,992.225463,"['gravity', 'planet_type']"
Kepler-274 b,4520,2.99,Super Earth,1.54,0.101,11.6,12.37999695,946.7621328,"['gravity', 'planet_type']"
Kepler-274 c,4520,4.04,Super Earth,1.84,0.204,33.2,11.71754177,668.1432396,"['gravity', 'planet_type']"
Kepler-275 b,7030,6.08,Neptune-like,2.3408,0.098 AU,10.3 days,10.89596634,1034.585401,['gravity']
Kepler-275 c,7030,11.4,Neptune-like,3.3824,0.132 AU,16.1 days,9.784659369,891.5086266,['gravity']
Kepler-275 d,7030,11.1,Neptune-like,3.3264,0.224 AU,35.7 days,9.850648581,682.2716049,['gravity']
Kepler-276 b,3855,8.6,Neptune-like,2.8672,0.119 AU,14.1 days,10.2724318,917.7097452,['gravity']
Kepler-276 c,3855,16.6,Super Earth,2.9008,Unknown,31.9 days,19.37150245,405.633461,"['gravity', 'planet_type']"
Kepler-276 d,3855,16.3,Super Earth,2.8,Unknown,48.6 days,20.41560869,266.2491236,"['gravity', 'planet_type']"
Kepler-277 b,3278,87.395,Gas Giant,2.9232,Unknown,17.3 days,100.4292728,747.9599657,[]
Kepler-277 c,3278,64.1956,Gas Giant,3.36,Unknown,33 days,55.83641144,392.1123457,['gravity']
Kepler-278 b,1463,15.6,Neptune-like,4.0656,0.207 AU,30.2 days,9.267574676,745.316777,['gravity']
Kepler-278 c,1463,12.6,Neptune-like,3.584,0.294 AU,51.1 days,9.632196513,625.6103501,['gravity']
Kepler-279 b,3488,12.8,Neptune-like,3.6176,0.112 AU,12.3 days,9.604166287,990.1258657,['gravity']
Kepler-279 c,3488,49.259,Gas Giant,4.3008,Unknown,35.7 days,26.15037302,341.1358025,['gravity']
Kepler-279 d,3488,37.5,Neptune-like,3.1024,Unknown,54.4 days,38.2583711,223.8703704,['gravity']
Kepler-27 b,3507,2895.158,Gas Giant,3.9984,0.118 AU,15.3 days,1778.240853,838.6255144,[]
Kepler-27 c,3507,4385.64,Gas Giant,4.8944,0.191 AU,31.3 days,1797.731595,663.5391078,[]
Kepler-280 b,2604,2.7,Super Earth,1.45,0.032,2.1,12.61010059,1656.945326,"['gravity', 'planet_type']"
Kepler-280 c,2604,4.7,Super Earth,2.01,0.056,4.8,11.42343025,1268.598765,"['gravity', 'planet_type']"
Kepler-281 b,5986,8.35,Neptune-like,2.8224,0.117 AU,14.6 days,10.29295656,871.3858447,['gravity']
Kepler-281 c,5986,24.4,Neptune-like,5.3088,0.215 AU,36.3 days,8.501349852,644.0347924,['gravity']
Kepler-282 b,4537,1.01,Super Earth,1.01,0.082,9.2,9.722308943,969.1779388,"['gravity', 'planet_type']"
Kepler-282 c,4537,1.87,Super Earth,1.2,0.106,13.6,12.7517534,847.5092593,"['gravity', 'planet_type']"
Kepler-282 d,4537,61.0176,Super Earth,2.4528,Unknown,24.8 days,99.5913542,464.7631422,"['gravity', 'planet_type']"
Kepler-282 e,4537,56.2506,Gas Giant,3.1024,Unknown,44.3 days,57.38816879,260.1834295,['gravity']
Kepler-283 b,1547,5.18,Neptune-like,2.13,0.082 AU,11 days,11.21143863,810.5851852,['gravity']
Kepler-283 c,1547,3.97,Super Earth,1.82,0.341,92.7,11.76897179,399.9927684,"['gravity', 'planet_type']"
Kepler-284 b,3467,5.65,Neptune-like,2.24,0.104 AU,12.7 days,11.05715003,890.4450277,['gravity']
Kepler-284 c,3467,7.32,Neptune-like,2.6096,0.213 AU,37.5 days,10.55489664,617.6263704,['gravity']
Kepler-285 b,2754,2.36,Super Earth,1.34,0.036,2.6,12.90604567,1505.589744,"['gravity', 'planet_type']"
Kepler-285 c,2754,1.46,Super Earth,1.12,0.064,6.2,11.42898339,1122.446834,"['gravity', 'planet_type']"
Kepler-286 b,4132,2.07,Super Earth,1.24,0.027,1.8,13.21958332,1631.055556,"['gravity', 'planet_type']"
Kepler-286 c,4132,2.45,Super Earth,1.37,0.042,3.5,12.81786642,1304.844444,"['gravity', 'planet_type']"
Kepler-286 d,4132,2.33,Super Earth,1.33,0.061,5.9,12.93431491,1124.230383,"['gravity', 'planet_type']"
Kepler-286 e,4132,3.78,Super Earth,1.77,0.176,29.2,11.84775482,655.4013191,"['gravity', 'planet_type']"
Kepler-287 b,2793,6.04,Neptune-like,2.3296,0.145 AU,20.3 days,10.92861218,776.6931217,['gravity']
Kepler-287 c,2793,10.7,Neptune-like,3.2592,0.246 AU,44.9 days,9.891281131,595.7530314,['gravity']
Kepler-288 b,4033,3.43,Super Earth,1.67,0.065,6.1,12.07680264,1158.673345,"['gravity', 'planet_type']"
Kepler-288 c,4033,8.5,Neptune-like,2.8448,0.14 AU,19.3 days,10.31350393,788.7660718,['gravity']
Kepler-288 d,4033,7.61,Neptune-like,2.6656,0.287 AU,56.6 days,10.51684537,551.3697814,['gravity']
Kepler-289 b,2283,7.3,Super Earth,2.15,0.21,34.5,15.50731938,661.8776167,"['gravity', 'planet_type']"
Kepler-289 c,2283,133.476,Gas Giant,11.5808,0.51 AU,125.9 days,9.772751407,440.4756862,"['gravity', 'goldilock']"
Kepler-289 d,2283,4,Neptune-like,2.6768,0.33 AU,66.1 days,5.48174634,542.862666,['gravity']
Kepler-28 b,1448,479.878,Neptune-like,3.5952,0.062 AU,5.9 days,364.5654611,1142.660389,[]
Kepler-28 c,1448,432.208,Neptune-like,3.3936,0.081 AU,9 days,368.5210417,978.6333333,[]
Kepler-290 b,2311,5.69,Neptune-like,2.2512,0.11 AU,14.6 days,11.02490605,819.2516489,['gravity']
Kepler-290 c,2311,7.75,Neptune-like,2.6992,0.205 AU,36.8 days,10.44533476,605.7362118,['gravity']
Kepler-291 b,6147,5.31,Neptune-like,2.16,0.047 AU,3.5 days,11.17577913,1460.183069,['gravity']
Kepler-291 c,6147,4.19,Super Earth,1.88,0.065,5.7,11.64096854,1239.983756,"['gravity', 'planet_type']"
Kepler-292 b,3547,2.3,Super Earth,1.32,0.035,2.6,12.96196262,1463.767806,"['gravity', 'planet_type']"
Kepler-292 c,3547,2.76,Super Earth,1.47,0.045,3.7,12.54195401,1322.477477,"['gravity', 'planet_type']"
Kepler-292 d,3547,5.6,Neptune-like,2.23,0.068 AU,7.1 days,11.0578092,1041.425143,['gravity']
Kepler-292 e,3547,7.61,Neptune-like,2.6656,0.097 AU,12 days,10.51684537,878.957716,['gravity']
Kepler-292 f,3547,6.12,Neptune-like,2.352,0.141 AU,20.8 days,10.86344522,737.1116453,['gravity']
Kepler-293 b,3270,9.64,Neptune-like,3.0688,0.144 AU,19.3 days,10.05149484,811.3022453,['gravity']
Kepler-293 c,3270,14,Neptune-like,3.8304,0.286 AU,54.2 days,9.369805362,573.7784611,['gravity']
Kepler-294 b,4605,3.78,Super Earth,1.77,0.048,3.7,11.84775482,1410.642643,"['gravity', 'planet_type']"
Kepler-294 c,4605,7.8,Neptune-like,2.7104,0.071 AU,6.6 days,10.42602151,1169.746914,['gravity']
Kepler-295 b,5830,1.98,Super Earth,1.22,0.099,12.6,13.06280128,854.3624339,"['gravity', 'planet_type']"
Kepler-295 c,5830,1.71,Super Earth,1.17,0.142,21.5,12.26634508,718.1701981,"['gravity', 'planet_type']"
Kepler-295 d,5830,2.42,Super Earth,1.36,0.192,33.9,12.84778737,615.855785,"['gravity', 'planet_type']"
Kepler-296 b,737,3.22,Super Earth,1.61,0.079,10.9,12.19817644,788.0941216,"['gravity', 'planet_type']"
Kepler-296 c,737,4.66,Neptune-like,2,0.0521 AU,5.8 days,11.43975482,976.7585568,['gravity']
Kepler-296 d,737,5.02,Neptune-like,2.09,0.118 AU,19.9 days,11.28500968,644.7723804,['gravity']
Kepler-296 e,737,2.96,Super Earth,1.53,0.169,34.1,12.4165128,538.9020311,"['gravity', 'planet_type']"
Kepler-296 f,737,3.89,Super Earth,1.8,0.255,63.3,11.78949988,438.0401966,"['gravity', 'planet_type']"
Kepler-297 b,2304,48.6234,Gas Giant,2.8672,0.217 AU,38.9 days,58.07913491,606.5793583,['gravity']
Kepler-297 c,2304,41.9496,Gas Giant,6.5296,0.336 AU,74.9 days,9.661520071,487.7923157,['gravity']
Kepler-298 b,1716,4.5,Super Earth,1.96,0.08,10.5,11.5024714,828.4726631,"['gravity', 'planet_type']"
Kepler-298 c,1716,4.38,Super Earth,1.93,0.136,22.9,11.54649797,645.7745431,"['gravity', 'planet_type']"
Kepler-298 d,1716,6.8,Neptune-like,2.4976,0.305 AU,77.5 days,10.70419304,427.9328554,['gravity']
Kepler-299 b,3539,2.3,Super Earth,1.32,0.04,2.9,12.96196262,1499.821201,"['gravity', 'planet_type']"
Kepler-299 c,3539,7.51,Neptune-like,2.6432,0.07 AU,6.9 days,10.55530233,1103.129361,['gravity']
Kepler-299 d,3539,4.12,Super Earth,1.86,0.118,15.1,11.69397386,849.7331371,"['gravity', 'planet_type']"
Kepler-299 e,3539,4.16,Super Earth,1.87,0.22,38.3,11.68156174,624.5991684,"['gravity', 'planet_type']"
Kepler-29 b,2779,5,Neptune-like,2.5424,0.09 AU,10.3 days,7.595791513,950.1294498,['gravity']
Kepler-29 c,2779,4.5,Neptune-like,2.3408,0.11 AU,13.3 days,8.064448771,899.3288777,['gravity']
Kepler-300 b,3700,3.43,Super Earth,1.67,0.094,10.4,12.07680264,982.8155271,"['gravity', 'planet_type']"
Kepler-300 c,3700,5.69,Neptune-like,2.2512,0.232 AU,40.7 days,11.02490605,619.8278278,['gravity']
Kepler-301 b,2395,2.39,Super Earth,1.35,0.036,2.5,12.87719153,1565.813333,"['gravity', 'planet_type']"
Kepler-301 c,2395,2.39,Super Earth,1.35,0.06,5.4,12.87719153,1208.1893,"['gravity', 'planet_type']"
Kepler-301 d,2395,3.71,Super Earth,1.75,0.112,13.8,11.89566166,882.503489,"['gravity', 'planet_type']"
Kepler-302 b,4761,15.5,Neptune-like,4.0544,0.193 AU,30.2 days,9.259111265,694.9088791,['gravity']
Kepler-303 b,688,0.64,Terrestrial,0.89,0.024,1.9,7.933973616,1373.520468,"['gravity', 'planet_type']"
Kepler-303 c,688,1.55,Super Earth,1.14,0.057,7.1,11.71150712,872.9593114,"['gravity', 'planet_type']"
Kepler-304 b,1436,8.55,Neptune-like,2.856,0.039 AU,3.3 days,10.29296509,1285.074074,['gravity']
Kepler-304 c,1436,5.35,Neptune-like,2.17,0.054 AU,5.3 days,11.15642642,1107.886792,['gravity']
Kepler-304 d,1436,8,Neptune-like,2.744,0.08 AU,9.7 days,10.43308064,896.8003055,['gravity']
Kepler-304 e,1436,1.87,Super Earth,1.2,Unknown,1.5 days,12.7517534,5799.308642,"['gravity', 'planet_type']"
Kepler-305 b,2902,10.5,Neptune-like,3.5952,Unknown,5.5 days,7.976896922,1581.62963,['gravity']
Kepler-305 c,2902,6,Neptune-like,3.2928,Unknown,8.3 days,5.433896166,1048.067827,['gravity']
Kepler-305 d,2902,9.1,Neptune-like,2.7104,0.121 AU,16.7 days,12.16369176,787.8551785,['gravity']
Kepler-305 e,2902,3.87,Super Earth,1.794,Unknown,3.2 days,11.80747076,4111.619213,"['gravity', 'planet_type']"
Kepler-306 b,2587,2.92,Super Earth,1.52,0.05,4.6,12.41041964,1181.924316,"['gravity', 'planet_type']"
Kepler-306 c,2587,6.12,Neptune-like,2.352,0.067 AU,7.2 days,10.86344522,1011.858539,['gravity']
Kepler-306 d,2587,6.66,Neptune-like,2.464,0.12 AU,17.3 days,10.77168422,754.2453436,['gravity']
Kepler-306 e,2587,5.77,Neptune-like,2.2736,0.227 AU,44.8 days,10.96070485,550.9666832,['gravity']
Kepler-307 b,1909,7.44,Neptune-like,2.4304,Unknown,10.4 days,12.36824882,2373.394943,['gravity']
